gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,No,Yes,23,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,85.5,1951.24,No
Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,108.68,5987.95,No
Male,0,No,No,2,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),101.12,210.51,No
Male,0,No,No,16,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Two year,No,Mailed check,84.94,1335.77,No
Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,One year,No,Electronic check,77.62,2854.91,No
Female,0,Yes,No,24,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),93.34,2237.96,No
Male,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,37.33,422.42,Yes
Male,0,No,No,64,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,85.38,5515.0,No
Male,0,Yes,No,32,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,23.92,744.23,No
Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.11,3097.05,No
Female,1,Yes,No,47,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),89.79,4227.46,No
Male,0,Yes,No,48,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),30.65,1476.04,No
Female,0,No,Yes,35,No,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.28,4082.14,No
Male,0,Yes,No,63,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.93,7283.34,No
Male,1,No,No,21,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.73,1563.21,Yes
Female,0,No,No,62,No,No,No,No,No,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,18.69,1160.78,No
Male,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),106.32,6573.69,Yes
Male,0,Yes,No,0,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),109.82,0.0,No
Male,0,No,No,54,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,32.14,1719.52,No
Male,0,Yes,No,11,Yes,No,No,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,67.0,720.93,No
Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,113.04,3814.32,No
Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),104.08,6847.89,No
Male,1,Yes,Yes,14,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.35,1607.57,Yes
Female,1,Yes,No,40,Yes,No phone service,No,No,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,90.58,3645.86,No
Female,1,Yes,No,55,No,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),43.97,2458.96,Yes
Female,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,90.59,3098.56,Yes
Male,0,No,Yes,5,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No internet service,One year,Yes,Credit card (automatic),62.03,314.97,No
Female,1,No,No,4,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.93,380.16,Yes
Male,1,Yes,No,37,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),66.43,2454.79,No
Female,0,Yes,No,1,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,104.96,110.09,Yes
Female,0,Yes,No,1,Yes,No phone service,DSL,No,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),80.48,94.85,No
Male,0,Yes,No,68,Yes,No phone service,No,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,56.65,3863.04,No
Male,0,No,No,38,Yes,Yes,No,No,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,45.27,1739.4,No
Female,0,Yes,Yes,34,Yes,Yes,No,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,91.98,3140.89,Yes
Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),107.54,738.1,Yes
Female,0,Yes,No,56,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,113.97,6395.18,Yes
Female,0,Yes,No,36,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),109.91,3941.79,Yes
Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,20.76,326.04,No
Male,1,Yes,Yes,54,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),80.05,4314.51,No
Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,91.27,1525.76,No
Male,0,No,Yes,36,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),40.21,1419.56,No
Male,0,No,No,40,No,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,49.35,2017.17,Yes
Male,1,No,No,20,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,One year,No,Mailed check,91.71,1813.2,No
Female,1,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),113.31,7157.48,No
Male,0,No,No,50,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,38.0,1913.51,No
Female,0,No,Yes,20,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Mailed check,94.08,1900.03,No
Female,0,Yes,Yes,11,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,61.43,655.58,No
Female,0,No,Yes,23,No,Yes,No,Yes,No internet service,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),49.71,1134.94,No
Female,0,Yes,No,33,No,Yes,No,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,48.01,1564.86,Yes
Male,0,No,No,39,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),101.99,3997.3,No
Female,0,No,Yes,28,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),23.92,699.37,No
Male,0,Yes,No,2,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),94.33,187.71,Yes
Male,0,Yes,No,48,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,44.58,2182.68,No
Male,0,Yes,Yes,27,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),50.25,1361.93,No
Female,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.65,2171.41,Yes
Female,0,Yes,No,40,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,68.0,2721.91,No
Female,0,Yes,No,60,No,No phone service,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),23.89,1443.02,No
Female,0,No,No,0,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.68,0.0,No
Male,1,Yes,Yes,69,Yes,No phone service,No,No,No,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),64.39,4448.09,No
Female,0,No,No,45,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),58.1,2611.23,No
Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.48,2899.37,No
Female,0,No,No,3,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),86.67,257.3,No
Male,0,No,No,51,Yes,No phone service,No,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),114.6,5864.08,No
Female,1,Yes,No,51,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),24.57,1253.07,Yes
Male,0,Yes,Yes,40,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,86.79,3448.79,Yes
Female,0,No,Yes,57,Yes,No,No,No,No internet service,No,No,No internet service,No,Two year,No,Mailed check,33.74,1924.54,No
Male,0,No,No,60,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.4,1098.99,No
Male,0,Yes,Yes,60,Yes,No phone service,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),102.46,6147.57,No
Female,1,Yes,No,23,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),115.21,2648.13,Yes
Male,0,No,Yes,48,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,49.3,2373.3,No
Male,0,No,Yes,4,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),64.95,231.83,No
Male,0,Yes,No,40,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.01,3093.14,No
Male,0,No,Yes,10,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),79.56,793.62,No
Male,0,No,No,22,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),103.03,2261.24,No
Female,1,No,No,48,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),53.08,2528.51,No
Male,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),80.07,2361.06,No
Male,0,Yes,No,62,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),26.9,1672.6,Yes
Male,1,No,No,6,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.87,602.01,Yes
Female,0,No,No,69,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,85.69,5919.06,No
Female,0,No,No,50,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,79.19,3964.71,No
Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,23.86,729.89,No
Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.1,1.64,No
Male,0,No,No,3,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,26.6,80.11,No
Female,0,No,No,29,Yes,No,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,41.6,1247.99,Yes
Female,0,No,No,41,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No,Two year,No,Electronic check,61.65,2532.41,No
Female,1,Yes,Yes,36,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,62.6,2283.33,No
Male,0,No,Yes,21,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),33.98,727.49,No
Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,63.27,2892.54,No
Male,1,No,Yes,44,Yes,No,No,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),70.63,3155.76,Yes
Female,0,No,No,24,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,28.21,704.73,No
Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),30.67,679.58,Yes
Male,0,Yes,Yes,31,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,93.87,2906.78,No
Female,0,No,No,53,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),119.74,6381.83,Yes
Female,0,No,No,42,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),36.98,1565.92,No
Male,0,Yes,No,9,Yes,No,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,65.3,550.82,Yes
Male,0,Yes,No,66,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,37.13,2436.58,No
Male,0,Yes,No,14,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,No,Mailed check,24.05,320.87,No
Female,0,Yes,No,48,Yes,No,No,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,36.38,1775.86,No
Male,0,No,Yes,1,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.71,65.02,No
Male,0,No,Yes,18,Yes,No phone service,No,No,Yes,Yes,No,No internet service,No,One year,No,Mailed check,73.93,1324.59,No
Female,0,No,No,40,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,71.43,2841.63,Yes
Male,0,No,Yes,61,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),63.94,3913.73,No
Male,0,Yes,Yes,40,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),54.66,2183.92,No
Female,1,No,Yes,3,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,57.06,174.78,Yes
Female,0,Yes,No,68,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,18.23,1251.77,No
Female,0,Yes,No,19,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),40.78,778.3,No
Male,1,No,No,26,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,35.76,902.64,Yes
Male,1,No,No,7,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),77.44,559.17,No
Male,0,Yes,No,50,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,63.58,3199.71,No
Female,0,Yes,No,32,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,40.33,1332.7,Yes
Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),31.42,458.81,No
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),86.94,3937.95,Yes
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),109.82,1563.05,Yes
Female,0,Yes,No,38,No,Yes,DSL,Yes,No internet service,No,No,No internet service,No internet service,One year,Yes,Electronic check,44.06,1695.62,No
Female,0,Yes,No,47,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),80.69,3795.61,No
Male,0,Yes,No,58,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),34.45,1979.77,No
Female,1,No,No,50,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),42.65,2126.68,No
Male,0,Yes,No,40,Yes,No phone service,No,No,No internet service,No,No,No internet service,Yes,Two year,No,Credit card (automatic),36.7,1445.61,No
Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),73.29,116.41,No
Male,0,No,No,16,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,22.33,372.35,No
Female,0,Yes,No,41,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,65.44,2666.26,No
Male,0,No,No,38,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,109.9,4136.6,Yes
Female,0,No,Yes,38,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Electronic check,32.25,1227.99,No
Male,0,No,Yes,52,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),78.26,4085.78,No
Female,0,Yes,No,65,Yes,No,No,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.25,1458.9,No
Male,0,Yes,Yes,36,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),74.14,2649.33,No
Male,0,Yes,Yes,9,Yes,No phone service,No,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),98.88,877.92,Yes
Male,0,Yes,No,31,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.87,1182.24,No
Female,0,Yes,No,18,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),57.07,1045.41,Yes
Male,0,No,Yes,38,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,Yes,Electronic check,60.49,2307.38,No
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,105.97,4468.23,No
Female,0,No,Yes,39,Yes,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),22.32,867.17,No
Male,0,No,No,41,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),50.33,2071.54,Yes
Male,0,Yes,No,22,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),27.92,618.61,No
Female,0,Yes,No,12,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No,One year,No,Electronic check,85.22,1000.67,No
Female,0,No,Yes,61,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,70.33,4254.85,No
Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),72.4,2010.04,No
Female,0,No,No,14,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),35.86,487.33,No
Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,55.79,3987.73,No
Male,0,Yes,No,2,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,107.18,212.0,No
Male,0,Yes,Yes,24,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,81.06,1928.62,No
Female,0,Yes,Yes,53,No,Yes,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),105.88,5607.75,No
Female,0,Yes,No,29,Yes,No phone service,DSL,No internet service,Yes,No,No,No,Yes,Two year,No,Mailed check,82.3,2390.77,No
Male,0,No,No,60,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.56,4584.79,No
Female,0,Yes,No,25,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,109.66,2729.84,No
Male,1,No,Yes,46,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,69.09,3170.09,No
Male,0,Yes,Yes,30,No,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,91.24,2741.36,No
Female,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Two year,Yes,Mailed check,30.15,991.38,No
Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,36.84,1279.94,No
Female,0,Yes,No,70,No,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),64.38,4491.21,No
Female,0,No,Yes,54,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,53.02,2869.64,No
Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,41.82,1079.47,Yes
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),51.65,1509.13,No
Male,0,No,No,29,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,Yes,One year,Yes,Mailed check,87.72,2575.25,No
Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.49,4402.55,No
Female,0,No,Yes,42,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.93,1252.11,No
Male,0,No,Yes,38,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),118.46,4469.45,No
Male,0,No,No,30,Yes,No,DSL,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),89.34,2675.34,No
Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.79,1179.86,Yes
Male,0,Yes,Yes,39,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,26.88,1060.17,No
Female,0,No,No,59,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,108.68,6398.74,No
Male,1,Yes,No,69,No,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),55.01,3804.88,No
Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),41.48,143.32,No
Female,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,46.75,772.14,Yes
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),45.35,2235.24,Yes
Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,97.13,965.05,No
Male,0,No,No,43,Yes,No,No,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,83.75,3596.79,No
Female,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),53.39,1600.71,No
Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,51.71,667.11,Yes
Female,0,No,No,36,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.6,4187.7,Yes
Male,1,Yes,No,36,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,83.7,2984.01,No
Female,0,No,No,51,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,91.85,4668.3,No
Male,0,No,No,59,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),48.4,2860.12,No
Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,119.01,8069.33,Yes
Male,0,No,Yes,31,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,94.13,2902.79,No
Female,1,No,No,49,No,No,No,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,42.52,2100.68,No
Male,0,Yes,No,56,Yes,Yes,No,No,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),112.05,6257.95,No
Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,One year,No,Credit card (automatic),57.64,4108.8,No
Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),24.93,1119.89,No
Male,0,Yes,Yes,17,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.27,997.69,Yes
Male,0,Yes,No,24,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),100.61,2428.24,No
Female,0,Yes,No,15,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.15,946.31,No
Male,1,No,No,14,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.11,987.79,No
Male,0,No,No,22,Yes,No,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),67.23,1479.27,No
